article_id,Date,Headline,Snippet,Article_Sentiment_Score,Number_of_Sentiment_Words,Average_Article_Sentiment
400,2025-07-02T19:34:44Z,What Trumpâ€™s Vietnam Trade Deal Could Mean for Apple,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;Why did Microsoft announce massive layoffs? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How will Trumps Vietnam tradeâ€¦ [+725 chars]",-2,2,-1
401,2025-07-02T12:46:00Z,AAPL CLASS ACTION: A Class Action was filed against Apple Inc. for Securities Fraud -- Contact BFA Law by August 19 Legal Deadline (NASDAQ:AAPL),"NEW YORK, July 02, 2025 (GLOBE NEWSWIRE) -- Leading securities law firm Bleichmar Fonti &amp; Auld LLP announces that a lawsuit has been filed against Apple Inc. (NASDAQ: AAPL) and certain of the Comâ€¦ [+3685 chars]",0,2,0
402,2025-07-02T13:41:35Z,Apple starts testing foldable iPhone prototypes ahead of launch in 2026,"A foldable iPhone has reportedly entered prototype testing, with Apple planning to launch it alongside the iPhone 18 lineup in the fall of 2026.
Apple is expected to release a foldable iPhone. Imageâ€¦ [+2023 chars]",-1,1,-1
403,2025-07-02T09:00:52Z,Richard P Slaughter Associates Inc Has $12.88 Million Stake in Apple Inc. (NASDAQ:AAPL),"Richard P Slaughter Associates Inc lifted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 150.8% during the first quarter, according to the company in its most recent Form 13F filâ€¦ [+6190 chars]",-1,3,-0.3333333333333333
404,2025-07-03T07:50:47Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by KWB Wealth,"KWB Wealth lifted its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.9% during the first quarter, Holdings Channel reports. The firm owned 17,434 shares of the iPhone makerâ€™s stockâ€¦ [+6542 chars]",1,1,1
405,2025-07-03T11:58:25Z,"US stock market futures today: Dow slips while S&P 500 and Nasdaq hit fresh records as Apple, Nvidia, and Tesla lead tech rally ahead of June jobs report","US stock market today: Dow, S&amp;P 500, Nasdaq futures steady as Wall Street awaits June jobs report and Trumps economic moves- US stock market futures stayed mostly flat on Thursday morning as inveâ€¦ [+8026 chars]",3,3,1
408,2025-07-03T07:14:48Z,Apple Inc. (NASDAQ:AAPL) Shares Bought by Beacon Financial Group,"Beacon Financial Group lifted its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.0% during the first quarter, Holdings Channel reports. The firm owned 44,357 shares of the iPhone makeâ€¦ [+6618 chars]",1,1,1
409,2025-07-03T07:14:48Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Diligent Investors LLC,"Diligent Investors LLC trimmed its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.9% during the 1st quarter, HoldingsChannel.com reports. The firm owned 81,590 shares of the iPhone makerâ€™s sâ€¦ [+6663 chars]",3,3,1
410,2025-07-03T07:14:48Z,"L. Roy Papp & Associates LLP Sells 10,153 Shares of Apple Inc. (NASDAQ:AAPL)","L. Roy Papp &amp; Associates LLP cut its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.0% in the 1st quarter, according to its most recent Form 13F filing with the Securities and Excâ€¦ [+6747 chars]",1,1,1
411,2025-07-03T07:14:46Z,Wealth Management Partners LLC Has $11.75 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Wealth Management Partners LLC lowered its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.7% in the 1st quarter, HoldingsChannel.com reports. The firm owned 52,883 shares of the iPhone makerâ€¦ [+6857 chars]",1,1,1
412,2025-07-03T07:50:47Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Salvus Wealth Management LLC,"Salvus Wealth Management LLC lessened its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 7.9% in the first quarter, according to the company in its most recent disclosure with the Seâ€¦ [+6105 chars]",1,1,1
413,2025-07-03T07:14:46Z,"Warren Street Wealth Advisors LLC Purchases 1,513 Shares of Apple Inc. (NASDAQ:AAPL)","Warren Street Wealth Advisors LLC boosted its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 7.8% during the 1st quarter, according to the company in its most recent disclosure with â€¦ [+6595 chars]",1,1,1
414,2025-07-03T06:30:44Z,Apple (NASDAQ:AAPL) Upgraded by Jefferies Financial Group to â€œHoldâ€ Rating,"Apple (NASDAQ:AAPL â€“ Get Free Report) was upgraded by Jefferies Financial Group from an â€œunderperformâ€ rating to a â€œholdâ€ rating in a research note issued to investors on Tuesday, Marketbeat reports.â€¦ [+5776 chars]",3,3,1
415,2025-07-03T07:14:48Z,HF Advisory Group LLC Sells 682 Shares of Apple Inc. (NASDAQ:AAPL),"HF Advisory Group LLC cut its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.7% in the 1st quarter, according to its most recent filing with the Securities and Exchange Commission. The instiâ€¦ [+6692 chars]",1,1,1
416,2025-07-03T07:14:47Z,Fermata Advisors LLC Has $16.79 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Fermata Advisors LLC grew its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 15.4% in the first quarter, according to the company in its most recent 13F filing with the Securities and Exchange Coâ€¦ [+6197 chars]",1,1,1
417,2025-07-03T07:14:46Z,Gilman Hill Asset Management LLC Sells 444 Shares of Apple Inc. (NASDAQ:AAPL),"Gilman Hill Asset Management LLC lessened its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.5% during the first quarter, according to the company in its most recent Form 13F filing with theâ€¦ [+6601 chars]",1,1,1
418,2025-07-03T07:14:46Z,Lake Street Private Wealth LLC Lowers Stock Position in Apple Inc. (NASDAQ:AAPL),"Lake Street Private Wealth LLC lessened its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 6.7% in the first quarter, according to the company in its most recent disclosure with the Securities &aâ€¦ [+6069 chars]",1,1,1
419,2025-07-03T23:24:42Z,"Apple reverts China slump, sees first iPhone quarterly growth in two years [report]","For the past two years, Apple has been having a tough time in China. Just recently, the U.S. trade war and local incentives from the Chinese government really got in the way of iPhone sales. However,â€¦ [+1557 chars]",0,2,0
421,2025-07-03T18:34:47Z,AWS showdown: Apple once considered providing cloud services to developers,"Apple reportedly was considering providing cloud services to app developers, as executives considered the creation of a rival offering to services sold by Microsoft, Google, and Amazon. 
Developers â€¦ [+3496 chars]",-4,4,-1
422,2025-07-03T18:42:25Z,iOS 26 has an awesome Wi-Fi upgrade for your iPhone,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use â€¦ [+714 chars]",1,1,1
423,2025-07-03T14:10:41Z,"Apple Watch Series 10 Is Going for Peanuts Compared to Previous Prices, Lowest Price With Limited Stock","When you wear a smartwatch on your wrist, you know how easy it is to go about your day. Everything flows seamlessly from one moment to the next. You get a call, you answer it from your wrist. You neeâ€¦ [+2080 chars]",0,2,0
425,2025-07-03T18:00:41Z,â€˜Iâ€™m Glad I Went With My Instinctâ€™: Best Buy Tries To â€˜Recycleâ€™ Customerâ€™s â€˜Brokenâ€™ IPad. Then She Finds Out It Still Works,"@trapssical TikTok/IanDewarPhotography Adobe Stock
Audio By Carbonatix
A Best Buy customer says a worker nearly convinced her to recycle her fully functional iPad. Now, sheâ€™s issuing a warning abouâ€¦ [+5522 chars]",0,2,0
426,2025-07-03T15:57:05Z,China Market Update: Apple Ecosystem Higher On Foldable IPhone,"CLN
KraneShares
Key News
Asian equities were mixed, led higher by South Korea and Thailand.
Hong Kong was off, as growth stocks underperformed, though growth stocks were higher in Mainland China.â€¦ [+5934 chars]",1,1,1
427,2025-07-03T07:14:47Z,Apple Inc. (NASDAQ:AAPL) is Naples Global Advisors LLCâ€™s Largest Position,"Naples Global Advisors LLC increased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.5% in the first quarter, according to the company in its most recent filing with the SEC. Thâ€¦ [+6045 chars]",1,1,1
428,2025-07-03T07:14:47Z,Apple Inc. (NASDAQ:AAPL) is Lmcg Investments LLCâ€™s 2nd Largest Position,"Lmcg Investments LLC lowered its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 6.5% during the first quarter, Holdings Channel reports. The institutional investor owned 266,916 shares of the â€¦ [+6827 chars]",1,1,1
429,2025-07-03T16:49:55Z,"MacBook with iPhone CPU rumors, AI Siri partnerships, new EU App Store rules","Benjamin and Chance discuss the intriguing rumor from Ming-Chi Kuo that Apple is readying a new cheaper MacBook Air powered by an A18 Pro CPU. Also, Apple befuddles everyone with a new byzantine set â€¦ [+747 chars]",-1,5,-0.2
430,2025-07-03T13:40:46Z,Opens State-of-the-Art Studio in Los Angeles to Bolster Apple Music,"In This Article:Apple Inc. (NASDAQ:AAPL) is one of the 13 best blue-chip stocks to buy according to analysts. On June 30, the company confirmed the opening of a new, state-of-the-art studio facility â€¦ [+143 chars]",1,1,1
431,2025-07-03T13:19:52Z,Apple Inc. (AAPL) Opens State-of-the-Art Studio in Los Angeles to Bolster Apple Music,"Apple Inc. (NASDAQ:AAPL) is one of the 13 best blue-chip stocks to buy according to analysts. On June 30, the company confirmed the opening of a new, state-of-the-art studio facility in Los Angeles. â€¦ [+1711 chars]",1,1,1
433,2025-07-03T20:37:54Z,Apple to reveal tariff-stricken Q3 results on July 31,"Apple is set to detail earnings for the third fiscal quarter of 2025 on July 31 in an investor call, though all eyes will be on how unstable tariff policies have impacted the company.
Apple's Q3 tenâ€¦ [+2177 chars]",-2,2,-1
434,2025-07-04T18:33:58Z,Apple Explored Launching Amazon Web Services Competitor: Report,"Apple has internally discussed launching a cloud computing service that would compete directly with Amazon Web Services (AWS), the dominant player in the industry, according to a new report from The â€¦ [+1452 chars]",-1,1,-1
435,2025-07-04T07:11:05Z,AFG Fiduciary Services Limited Partnership Grows Stake in Apple Inc. (NASDAQ:AAPL),"AFG Fiduciary Services Limited Partnership raised its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.3% during the first quarter, according to its most recent filing with the SEC. The institâ€¦ [+6587 chars]",-1,3,-0.3333333333333333
436,2025-07-04T11:32:58Z,Apple (NASDAQ: AAPL) Stock Price Prediction and Forecast 2025-2030 (July 2025),"Apple Inc. (NASDAQ: AAPL) has long held an attraction for its ergonomic approach toward computing and communications among students and tech-minded users. Its popularity soared in the 1990s, and its â€¦ [+139 chars]",1,1,1
437,2025-07-04T07:46:49Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Choice Wealth Advisors LLC,"Choice Wealth Advisors LLC trimmed its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.2% in the first quarter, HoldingsChannel.com reports. The fund owned 33,682 shares of the iPhone makerâ€™s stâ€¦ [+6600 chars]",1,1,1
438,2025-07-04T07:11:05Z,Retirement Planning Group LLC Sells 72 Shares of Apple Inc. (NASDAQ:AAPL),"Retirement Planning Group LLC lowered its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.1% during the first quarter, Holdings Channel.com reports. The firm owned 124,639 shares of the iPhonâ€¦ [+6628 chars]",1,1,1
439,2025-07-04T07:11:04Z,AMI Investment Management Inc. Has $2.39 Million Stock Position in Apple Inc. (NASDAQ:AAPL),"AMI Investment Management Inc. lessened its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.6% during the 1st quarter, according to the company in its most recent filing with the Securâ€¦ [+5827 chars]",1,1,1
440,2025-07-04T07:10:55Z,Foster Group Inc. Boosts Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Foster Group Inc. lifted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 4.1% in the 1st quarter, according to its most recent filing with the SEC. The firm owned 144,750 shares of the iPhoâ€¦ [+5980 chars]",1,1,1
441,2025-07-04T07:10:55Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by West Coast Financial LLC,"West Coast Financial LLC lessened its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.0% during the 1st quarter, according to the company in its most recent 13F filing with the SEC.â€¦ [+6695 chars]",1,1,1
442,2025-07-04T07:10:52Z,MRA Advisory Group Lowers Stock Holdings in Apple Inc. (NASDAQ:AAPL),"MRA Advisory Group cut its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 19.9% in the 1st quarter, according to the company in its most recent filing with the Securities &amp; Exchangeâ€¦ [+6864 chars]",1,1,1
444,2025-07-04T14:41:28Z,Nvidia Stock Is on a Tear. How It Can Beat Apple to All-Time Market Cap Record,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;What will Trump's 'Big Beautiful Bill' change? { window.open(this.href, '_blank'); }, 200); return false;""&gt;How did the June jobs repoâ€¦ [+687 chars]",-1,3,-0.3333333333333333
445,2025-07-04T07:46:49Z,Apple Inc. (NASDAQ:AAPL) Shares Purchased by Hudson Capital Management LLC,"Hudson Capital Management LLC raised its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% during the first quarter, according to its most recent filing with the Securities and Exchange Commâ€¦ [+6204 chars]",1,1,1
446,2025-07-04T07:10:49Z,"Adamsbrown Wealth Consultants LLC Sells 1,046 Shares of Apple Inc. (NASDAQ:AAPL)","Adamsbrown Wealth Consultants LLC decreased its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.8% in the first quarter, HoldingsChannel.com reports. The institutional investor owned 26,429 sharâ€¦ [+6504 chars]",1,1,1
447,2025-07-04T18:30:00Z,"Apple Loop: iPhone Fold Launch Dates, The Apple Logo Mystery, Surprise iPhone 17 Upgrade","The Apple logo is displayed on the exterior of an Apple Store on April 23, 2013 (Photo by Justin ... More Sullivan/Getty Images)
Getty Images
Taking a look back at this weeks news and headlines froâ€¦ [+4846 chars]",-1,1,-1
449,2025-07-04T07:11:04Z,Apple Inc. (NASDAQ:AAPL) is Edge Wealth Management LLCâ€™s Largest Position,"Edge Wealth Management LLC raised its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.0% during the 1st quarter, HoldingsChannel.com reports. The firm owned 185,977 shares of the iPâ€¦ [+6527 chars]",1,1,1
450,2025-07-04T16:54:31Z,"Apple's New M4 MacBook Air Hits All-Time Low for 4th of July, Stock Might Be Gone If You Wait Until Prime Day - Gizmodo",The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,1,1,1
451,2025-07-04T14:45:05Z,Apple iPhone 17 Pro Max: New Leak Confirms Major Design Upgrade,"A new leak suggests that this falls Apple iPhone 17 Pro Max (expected in September, read this for exactly when) will have a bigger-capacity battery than any iPhone has ever seen.
Apple iPhone 16 Proâ€¦ [+2377 chars]",-3,3,-1
452,2025-07-04T10:01:00Z,"Best July 4th Laptop Deals: Save Up to $550 on Top Models From Asus, Apple and More","With the Fourth of July sales finally kicking off and Amazon's Prime Day shopping event only a few days away, it's the perfect time to score a discount and upgrade an aging laptop.. Whether you're loâ€¦ [+5420 chars]",2,2,1
454,2025-07-04T21:27:00Z,"Nvidia closes in on $4 trillion valuation, surpasses Apple's record","The big picture: Nvidia came within striking distance of setting a new record for the most valuable company in history on Thursday, as its market capitalization soared to $3.92 trillion during intradâ€¦ [+3301 chars]",2,2,1
455,2025-07-04T15:15:31Z,"Industry Comparison: Evaluating Apple Against Competitors In Technology Hardware, Storage & Peripherals Industry","In today's rapidly evolving and fiercely competitive business landscape, it is crucial for investors and industry analysts to conduct comprehensive company evaluations. In this article, we will underâ€¦ [+138 chars]",2,2,1
456,2025-07-04T05:18:48Z,Apple Sees Unusually High Options Volume (NASDAQ:AAPL),"Apple Inc. (NASDAQ:AAPL â€“ Get Free Report) was the recipient of some unusual options trading on Wednesday. Stock investors purchased 1,293,072 call options on the stock. This represents an increase oâ€¦ [+5702 chars]",-1,3,-0.3333333333333333
458,2025-07-04T12:39:36Z,Apple iPads at shockingly low prices in 4th of July sales â€” donâ€™t miss these insane deals,"iPad Mini hits record low in 4th of July sales plus huge discounts on AirPods, Fire TV, Yeti, and more- If you've been waiting for the right moment to score a great deal on tech and home essentials, â€¦ [+4352 chars]",-3,3,-1
460,2025-07-04T09:57:00Z,"The Best July 4th Apple Deals: Score Independence Day Savings on iPads, MacBooks and More","From iPhones to MacBooks, it's no secret how great and popular Apple products are. However, that high-quality tech doesn't come cheap. If you're looking to purchase Apple tech, it's best to wait for â€¦ [+5397 chars]",1,3,0.3333333333333333
461,2025-07-04T08:25:01Z,"Microsoft, Apple and Nvidia lead Wall Streetâ€™s AI revolution","Jul 04, 2025, 02:04:31 PM IST
Nvidia touched a market value of $3.92 trillion on Thursday, briefly overtaking Apple's record valuation. Its stock climbed as high as $160.98 in early trade before setâ€¦ [+2651 chars]",2,2,1
463,2025-07-04T14:00:51Z,The iPhone 17 Pro Max Leaks Deep Dive: What to Expect from Appleâ€™s Next Flagship,"The iPhone 17 series is shaping up to be a significant release in Apples smartphone lineup, with leaks pointing to notable upgrades in design, hardware, and functionality. From the introduction of a â€¦ [+5627 chars]",-1,3,-0.3333333333333333
464,2025-07-05T16:11:43Z,Apple (AAPL) Stock Upgraded to â€˜Holdâ€™ by Jefferies â€” But Analysts Still Cautious on AI,"Apple Inc. (NASDAQ:AAPL) is one of theÂ 10 Trending AI Stocks on News and Ratings.Â On July 2, Jefferies upgraded the stock to Hold from underperform and raised the price target to roughly $188 per shaâ€¦ [+1929 chars]",2,2,1
465,2025-07-05T10:10:59Z,"Apple Inc. (AAPL): People Are Tired Of The Stock Buybacks, Says Jim Cramer","We recently published Jim Cramer Recently Discussed These 11 Stocks &amp; Said The Robots Are Coming. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim Cramer recently discussed.
Cramer continues toâ€¦ [+1782 chars]",-1,1,-1
466,2025-07-05T08:32:58Z,Burkett Financial Services LLC Purchases 93 Shares of Apple Inc. (NASDAQ:AAPL),"Burkett Financial Services LLC boosted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.6% during the 1st quarter, according to the company in its most recent filing with the SEC. The instâ€¦ [+6873 chars]",1,1,1
467,2025-07-05T08:32:48Z,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Magnus Financial Group LLC,"Magnus Financial Group LLC boosted its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 5.4% during the 1st quarter, according to its most recent Form 13F filing with the Securities and Exchange Coâ€¦ [+6783 chars]",1,1,1
468,2025-07-05T08:32:54Z,SeaCrest Wealth Management LLC Has $77.61 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"SeaCrest Wealth Management LLC cut its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.0% in the first quarter, Holdings Channel.com reports. The firm owned 349,398 shares of the iPhone makerâ€™s â€¦ [+6587 chars]",1,1,1
469,2025-07-05T08:32:48Z,Apple Inc. (NASDAQ:AAPL) Stock Position Boosted by Oxinas Partners Wealth Management LLC,"Oxinas Partners Wealth Management LLC raised its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.5% in the 1st quarter, HoldingsChannel.com reports. The institutional investor ownedâ€¦ [+6706 chars]",1,1,1
470,2025-07-05T08:11:04Z,"Sumitomo Mitsui Trust Group Inc. Cuts Stock Position in Apple Hospitality REIT, Inc. (NYSE:APLE)","Sumitomo Mitsui Trust Group Inc. cut its holdings in Apple Hospitality REIT, Inc. (NYSE:APLE â€“ Free Report) by 0.9% in the first quarter, according to its most recent disclosure with the Securities aâ€¦ [+5575 chars]",3,3,1
471,2025-07-05T08:32:54Z,Consilio Wealth Advisors LLC Raises Stake in Apple Inc. (NASDAQ:AAPL),"Consilio Wealth Advisors LLC raised its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.0% during the first quarter, Holdings Channel reports. The fund owned 17,503 shares of the iPâ€¦ [+6025 chars]",1,1,1
472,2025-07-05T08:32:53Z,Apple Inc. (NASDAQ:AAPL) Position Lowered by Sandbox Financial Partners LLC,"Sandbox Financial Partners LLC decreased its stake in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.5% during the first quarter, Holdings Channel reports. The firm owned 150,829 shares of theâ€¦ [+6729 chars]",1,1,1
473,2025-07-05T08:32:49Z,Apple Inc. (NASDAQ:AAPL) Holdings Cut by Herbst Group LLC,"Herbst Group LLC trimmed its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 10.0% in the 1st quarter, Holdings Channel reports. The firm owned 21,894 shares of the iPhone makerâ€™s stock after sâ€¦ [+6566 chars]",1,1,1
474,2025-07-05T16:21:00Z,"Apple is reportedly working on a cheaper MacBook, but will it stick the landing?","This week, we heard some news from analyst Ming-Chi Kuo about Apple entering a new segment of the laptop market. The company is reportedly working on a new MacBook at a lower starting price point thaâ€¦ [+3785 chars]",1,1,1
475,2025-07-05T08:32:56Z,Apple Inc. (NASDAQ:AAPL) is Davis Capital Managementâ€™s 5th Largest Position,"Davis Capital Management increased its position in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.2% during the 1st quarter, HoldingsChannel reports. The institutional investor owned 14,616 shares of thâ€¦ [+6107 chars]",1,1,1
476,2025-07-05T08:32:56Z,Kapstone Financial Advisors LLC Has $19.32 Million Stake in Apple Inc. (NASDAQ:AAPL),"Kapstone Financial Advisors LLC cut its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 3.5% during the 1st quarter, HoldingsChannel reports. The fund owned 86,974 shares of the iPhone makerâ€™s â€¦ [+6016 chars]",1,1,1
477,2025-07-05T11:38:00Z,"Best Leftover July 4th Laptop Deals: Top Models Still on Sale From Apple, Asus, Lenovo and Samsung","Fourth of July has come and gone, but there are still plenty of leftover laptop deals you can shop. And with Amazon's Prime Day shopping event only a few days away, more deals are launching daily, meâ€¦ [+5843 chars]",1,1,1
478,2025-07-05T08:32:53Z,Apple Inc. (NASDAQ:AAPL) is Eagle Rock Investment Company LLCâ€™s 6th Largest Position,"Eagle Rock Investment Company LLC decreased its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.3% during the first quarter, according to its most recent disclosure with the SEC. Thâ€¦ [+6032 chars]",1,1,1
480,2025-07-05T09:47:00Z,"Lefover July 4th Apple Deals: Top Savings You Can Still Grab on iPads, AirPods and MacBooks","Apple makes some of the most popular tech products out there, ranging from iPhones to MacBooks and beyond. But Apple products are typically on the pricier end of things. As such, if you're looking toâ€¦ [+5380 chars]",2,4,0.5
481,2025-07-05T10:00:05Z,Everything You Should Know About iOS 18 Before Apple Releases iOS 26,"Apple announced at its Worldwide Developers Conference in June that is it will release iOS 26 this fall. That update will bring a new Liquid Glass design, a new Games app and more to your iPhone. Butâ€¦ [+1126 chars]",-1,1,-1
483,2025-07-05T08:32:59Z,Apple Inc. (NASDAQ:AAPL) is Stablepoint Partners LLCâ€™s Largest Position,"Stablepoint Partners LLC trimmed its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.4% during the 1st quarter, according to its most recent disclosure with the Securities and Exchange Commissioâ€¦ [+6911 chars]",1,1,1
484,2025-07-05T08:32:49Z,Apple Inc. (NASDAQ:AAPL) Stake Lowered by Intellectus Partners LLC,"Intellectus Partners LLC cut its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 20.4% during the first quarter, according to its most recent disclosure with the Securities and Exchange Commissionâ€¦ [+6777 chars]",1,1,1
485,2025-07-05T15:41:17Z,Nvidia surges past Apple and Microsoft to become most valuable firm globally,"Nvidia has overtaken Apple and Microsoft to become the most valuable company in the world, the first time the chipmaker has claimed the top spot.The company recorded a market capitalisation of $3.92 â€¦ [+1252 chars]",4,4,1
486,2025-07-05T07:34:30Z,Nvidia beats Apple to become most valuable company ever! It's now worth more than all listed companies in UK,"Jensen Huang-led Nvidia has set a new record, beating companies like Apple and Microsoft to become the most valued company in the world in history. With a staggering market cap of $3.92 trillion thatâ€¦ [+2383 chars]",3,3,1
487,2025-07-05T06:17:19Z,"Appleâ€™s iPhone Stages A Stunning Comeback In China After 2 Years, Climbing Back To Third Place With An Aggressive Pricing Strategy And Renewed Momentum","Apple recorded its first year-over-year iPhone sales growth in China in two years during the second quarter of 2025, marking a break from its consistent streak of downward trajectory. The Chinese marâ€¦ [+2546 chars]",1,5,0.2
489,2025-07-05T11:00:23Z,The ULTIMATE iOS 26 Apple CarPlay Guide: 30+ New Features Explained,"iOS 26 brings a fantastic update to CarPlay, redefining its design, functionality, and customization capabilities. This release emphasizes seamless iPhone integration, enhanced usability, and accessiâ€¦ [+5810 chars]",3,3,1
490,2025-07-05T10:00:17Z,How to Change Your iPhone Passcode and Enable Stolen Device Protection,"The Apple Support YouTube channel recently released a new how-to video showing iPhone users how to change their passcode and review important security settings directly in the Settings app, specificaâ€¦ [+1186 chars]",1,3,0.3333333333333333
491,2025-07-06T08:28:49Z,Fortress Financial Group LLC Acquires 68 Shares of Apple Inc. (NASDAQ:AAPL),"Fortress Financial Group LLC boosted its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 0.8% in the first quarter, Holdings Channel reports. The institutional investor owned 8,933 shares of thâ€¦ [+6772 chars]",1,1,1
492,2025-07-06T08:28:49Z,"Impact Capital Partners LLC Buys 3,581 Shares of Apple Inc. (NASDAQ:AAPL)","Impact Capital Partners LLC grew its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 7.5% during the first quarter, according to its most recent Form 13F filing with the Securities anâ€¦ [+6249 chars]",1,1,1
493,2025-07-06T08:28:52Z,"Ridgeline Wealth LLC Has $568,000 Stock Position in Apple Inc. (NASDAQ:AAPL)","Ridgeline Wealth LLC lowered its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 13.3% in the first quarter, HoldingsChannel.com reports. The firm owned 2,558 shares of the iPhone makerâ€™s stockâ€¦ [+6023 chars]",1,1,1
494,2025-07-06T08:28:50Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Pines Wealth Management LLC,"Pines Wealth Management LLC lessened its holdings in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 2.0% in the first quarter, Holdings Channel.com reports. The firm owned 39,128 shares of the iâ€¦ [+6767 chars]",1,1,1
495,2025-07-06T08:28:49Z,Cranbrook Wealth Management LLC Cuts Stock Position in Apple Inc. (NASDAQ:AAPL),"Cranbrook Wealth Management LLC lowered its holdings in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 10.0% during the 1st quarter, Holdings Channel reports. The firm owned 25,048 shares of the iPhone maâ€¦ [+6867 chars]",1,1,1
496,2025-07-06T08:28:52Z,"Hudson Valley Investment Advisors Inc. ADV Sells 1,518 Shares of Apple Inc. (NASDAQ:AAPL)","Hudson Valley Investment Advisors Inc. ADV reduced its position in shares of Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.2% during the first quarter, according to the company in its most recent 13F fâ€¦ [+6888 chars]",1,1,1
497,2025-07-06T08:28:52Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Butensky & Cohen Financial Security Inc.,"Butensky &amp; Cohen Financial Security Inc. lessened its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 1.3% in the 1st quarter, according to the company in its most recent 13F filing with the Sâ€¦ [+6840 chars]",1,1,1
498,2025-07-06T08:28:52Z,Tealwood Asset Management Inc. Has $2.29 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),"Tealwood Asset Management Inc. cut its stake in Apple Inc. (NASDAQ:AAPL â€“ Free Report) by 52.3% during the first quarter, according to its most recent disclosure with the Securities and Exchange Commâ€¦ [+6688 chars]",1,1,1
